name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Santa Barbara, CA",2022-09-18,73.1,60.2,66.8,73.1,60.2,66.8,56.4,69.9,0,0,0,rain,0,0,23,8.8,170.8,1008.9,53.5,9.9,243.3,21,9,10,2022-09-18T06:44:04,2022-09-18T19:01:08,0.77,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-09-19,71.9,60.6,66.8,71.9,60.6,66.8,60,79.1,0.017,100,4.17,rain,0,0,18.3,11.3,96.7,1010.7,85.1,9.1,124.5,10.7,4,10,2022-09-19T06:44:47,2022-09-19T18:59:43,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-09-20,74.2,60.2,67.5,74.2,60.2,67.5,60.3,78.6,0,0,0,rain,0,0,18.3,15.9,250.6,1012.4,55.3,9.9,217.6,18.7,8,10,2022-09-20T06:45:30,2022-09-20T18:58:18,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-21,74.3,52.9,64.7,74.3,52.9,64.7,55.5,73.2,0,0,0,,0,0,22.4,17,254.5,1013.3,3,9.9,256.3,22.2,8,10,2022-09-21T06:46:12,2022-09-21T18:56:53,0.87,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,72376293244,KIZA,72392793110"
"Santa Barbara, CA",2022-09-22,80.5,55.3,67.9,80.1,55.3,67.9,56.1,69,0,0,0,,0,0,26.6,14,220.8,1012.9,3.6,9.8,257.3,22.2,8,10,2022-09-22T06:46:55,2022-09-22T18:55:28,0.9,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-23,80,54.8,67.5,80,54.8,67.5,54.8,66.4,0,0,0,rain,0,0,8.7,12.7,244.7,1012.7,0,9.7,257.6,22.1,8,10,2022-09-23T06:47:38,2022-09-23T18:54:03,0.93,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-09-24,75.8,55.6,65.4,75.8,55.6,65.4,57.7,77.3,0,0,0,,0,0,13.9,11.6,249.2,1015.5,13.5,9.4,244.3,21.2,8,10,2022-09-24T06:48:21,2022-09-24T18:52:38,0.96,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-09-25,76.5,60.6,67.9,76.5,60.6,67.9,60.2,77.6,0,0,0,rain,0,0,9.6,11.6,244.6,1014.9,3.9,9.3,243.1,21.2,8,10,2022-09-25T06:49:04,2022-09-25T18:51:13,0,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-26,77.9,57.7,67.6,77.9,57.7,67.6,59.8,77.8,0,0,0,,0,0,10.3,11.3,171.9,1012.1,6.7,8.8,209.7,18.1,7,10,2022-09-26T06:49:48,2022-09-26T18:49:48,0.03,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-27,78.5,58.8,68.5,78.5,58.8,68.5,60.5,76.9,0,0,0,rain,0,0,13.2,11.3,201.6,1011,4.8,9,183.8,15.8,7,10,2022-09-27T06:50:31,2022-09-27T18:48:24,0.07,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-28,80.9,58.4,68.8,81.3,58.4,68.9,60.3,75.7,0,0,0,rain,0,0,19,11.3,177.2,1012.6,2.8,8.9,238.3,20.5,8,10,2022-09-28T06:51:15,2022-09-28T18:47:00,0.1,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-09-29,75.3,59,66.5,75.3,59,66.5,60.3,81.5,0,0,0,rain,0,0,16.1,8.4,149.3,1013.8,15.9,7.9,236,20.1,8,10,2022-09-29T06:51:59,2022-09-29T18:45:36,0.14,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-09-30,70.9,60.5,64.6,70.9,60.5,64.6,59.5,83.9,0,0,0,rain,0,0,17.2,10.4,225.7,1011.3,61.2,8,210.8,18,8,10,2022-09-30T06:52:44,2022-09-30T18:44:12,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-01,73.1,57.2,65.1,73.1,57.2,65.1,57.5,77.7,0,0,0,rain,0,0,12.8,13.2,221.9,1011.1,55.4,8.7,194.4,16.6,8,10,2022-10-01T06:53:28,2022-10-01T18:42:49,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-10-02,71.9,56.2,65.1,71.9,56.2,65.1,55.4,71.5,0,0,0,rain,0,0,15,18.7,271.1,1013.4,50.4,9.9,219.7,18.8,8,10,2022-10-02T06:54:13,2022-10-02T18:41:26,0.25,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-03,74.2,53.9,63.8,74.2,53.9,63.8,56.4,78.2,0,0,0,,0,0,10.5,9.4,179.4,1014.1,2.8,9.7,231.2,20,8,10,2022-10-03T06:54:58,2022-10-03T18:40:03,0.28,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-04,75.3,56.5,65.4,75.3,56.5,65.4,58.5,79.5,0,0,0,,0,0,15.4,8.2,173.2,1012.9,6,8.9,226.1,19.4,8,10,2022-10-04T06:55:43,2022-10-04T18:38:41,0.32,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-05,72.5,60.3,64.4,72.5,60.3,64.4,60.1,86.5,0,0,0,rain,0,0,12.3,12.5,211.6,1014.4,78.2,5,218.3,18.7,8,10,2022-10-05T06:56:28,2022-10-05T18:37:20,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-06,69.5,56.4,63.1,69.5,56.4,63.1,59.6,88.9,0,0,0,rain,0,0,12.8,7.3,118.9,1016.1,84.1,4.8,171.6,14.8,7,10,2022-10-06T06:57:14,2022-10-06T18:35:58,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-07,68.9,60.9,64,68.9,60.9,64,60,87.3,0,0,0,rain,0,0,12.8,8.3,189.7,1016.8,83,7.1,164.2,14.2,7,10,2022-10-07T06:58:00,2022-10-07T18:34:38,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-08,70,61.9,64.1,70,61.9,64.1,60.7,89,0,0,0,rain,0,0,10.5,11.4,264,1016.9,83,6.6,150.8,12.9,7,10,2022-10-08T06:58:46,2022-10-08T18:33:17,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-09,69.9,60.3,64.2,69.9,60.3,64.2,59.5,85,0,0,0,rain,0,0,15,9.6,104.2,1016,61.3,8.1,177.9,15.2,7,10,2022-10-09T06:59:33,2022-10-09T18:31:58,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-10,67.6,61.7,63.6,67.6,61.7,63.6,59,85,0,0,0,,0,0,15,8.4,185.1,1014.7,93.6,7.7,100.3,8.7,4,10,2022-10-10T07:00:20,2022-10-10T18:30:39,0.53,Overcast,Cloudy skies throughout the day.,cloudy,"CI107,SE244,72392523190,KSBA,SBVC1,SE317,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-11,70.7,61.3,64.4,70.7,61.3,64.4,59.3,83.7,0,0,0,rain,0,0,15.2,10,240.8,1015.3,89.2,9.2,95,8.3,6,10,2022-10-11T07:01:07,2022-10-11T18:29:20,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-12,71.7,62.3,65,71.7,62.3,65,60.4,85.6,0.028,100,4.17,rain,0,0,23,16,252.8,1017.5,67.1,8.9,95.2,8.1,5,10,2022-10-12T07:01:55,2022-10-12T18:28:02,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-13,68.1,59.8,63.4,68.1,59.8,63.4,59.3,86.9,0.002,100,4.17,rain,0,0,18.3,10.3,187.8,1015,86.9,7.4,121.5,10.6,5,10,2022-10-13T07:02:43,2022-10-13T18:26:45,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-14,65.7,62,63.4,65.7,62,63.4,60.5,90.5,0,0,0,rain,0,0,13.9,7.3,81.4,1011,97.1,5.9,42.1,3.6,2,10,2022-10-14T07:03:31,2022-10-14T18:25:29,0.66,Overcast,Cloudy skies throughout the day.,cloudy,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-15,70.2,62.2,64.9,70.2,62.2,64.9,60.5,86.1,0.001,100,4.17,rain,0,0,15,10.2,226.1,1012.1,93.6,8.6,64.1,5.5,4,10,2022-10-15T07:04:20,2022-10-15T18:24:13,0.69,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-16,68.8,57.5,64.3,68.8,57.5,64.3,57.4,78.9,0,0,0,,0,0,20.8,13.4,194,1015.8,56.3,9.9,76.8,6.8,6,10,2022-10-16T07:05:09,2022-10-16T18:22:58,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-17,72.5,51.8,61.5,72.5,51.8,61.5,54.9,80.2,0,0,0,rain,0,0,12.3,12.4,229.9,1015.6,2.1,9.8,189.3,16.2,7,10,2022-10-17T07:05:58,2022-10-17T18:21:44,0.75,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-18,76.1,53.5,64.9,76.1,53.5,64.9,56.8,77.2,0,0,0,rain,0,0,20.8,12.6,259.1,1014.8,1.1,9.7,195.9,16.9,7,10,2022-10-18T07:06:48,2022-10-18T18:20:31,0.79,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-19,91.1,56.1,70.8,87.4,56.1,70,50.9,56.4,0,0,0,,0,0,17.2,9.5,241.7,1014.8,1,9.9,187.9,16,7,10,2022-10-19T07:07:38,2022-10-19T18:19:19,0.82,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-20,84.4,51.3,69.4,82,51.3,68.9,51.5,56.8,0,0,0,,0,0,16.1,12.6,250.5,1013,8.5,9.3,193.1,16.7,7,15,2022-10-20T07:08:29,2022-10-20T18:18:07,0.85,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-21,69.2,57.9,61.8,69.2,57.9,61.8,57.6,86.6,0,0,0,rain,0,0,12.8,11.7,192.6,1012.3,79.5,5.7,190.6,16.5,7,10,2022-10-21T07:09:20,2022-10-21T18:16:57,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-22,69.3,55.8,62,69.3,55.8,62,55.7,80.5,0,0,0,rain,0,0,21.8,12.8,271.3,1009.4,79.1,7.9,61.9,5.3,3,10,2022-10-22T07:10:11,2022-10-22T18:15:48,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-23,71.8,47.7,60.3,71.8,47.7,60.3,45.1,60.2,0,0,0,,0,0,37.4,11.2,243.2,1010.6,6.3,9.5,193.7,16.9,7,10,2022-10-23T07:11:03,2022-10-23T18:14:39,0.95,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-24,71.3,46.4,58.4,71.3,46.4,58.4,38.9,50.2,0,0,0,,0,0,36.7,12.6,244,1019.9,2.9,9.9,190,16.3,7,10,2022-10-24T07:11:55,2022-10-24T18:13:32,0.98,Clear,Clear conditions throughout the day.,clear-day,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-25,70.2,45.2,57.9,70.2,45.2,57.9,44,60.6,0,0,0,rain,0,0,9.2,8.9,147.9,1017.6,1,9.9,187,16,7,10,2022-10-25T07:12:47,2022-10-25T18:12:25,0,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-10-26,69.9,46.2,59.4,69.9,46.2,59.4,46.9,65.6,0,0,0,,0,0,17.2,11.9,196,1014,5.1,9.8,185.7,16.1,7,10,2022-10-26T07:13:40,2022-10-26T18:11:20,0.05,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-10-27,68.4,49,57.9,68.4,47.5,57.8,50.2,76.5,0,0,0,,0,0,15.7,10.2,225.2,1015.8,4.3,9.8,173.3,15.1,7,10,2022-10-27T07:14:33,2022-10-27T18:10:16,0.08,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-10-28,68.1,46.4,56.4,68.1,46.4,56.3,47.8,74.4,0,0,0,,0,0,7.6,10.4,245.9,1019.5,2.8,9.9,154.8,13.4,6,10,2022-10-28T07:15:27,2022-10-28T18:09:13,0.12,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-10-29,71.4,44.5,57.2,71.4,44.5,57.2,48.4,74.2,0,0,0,,0,0,25.5,9,184.7,1018.5,2.8,9.6,181.3,15.8,7,10,2022-10-29T07:16:21,2022-10-29T18:08:11,0.15,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-10-30,74.8,47.5,59.2,74.8,47.5,59.1,47.9,69.1,0,0,0,rain,0,0,19.7,8.3,148.2,1014.9,0.6,9.6,183,16,7,10,2022-10-30T07:17:15,2022-10-30T18:07:11,0.19,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-10-31,68.1,47.1,57,68.1,45.9,56.9,50.4,79.3,0,0,0,rain,0,0,13.9,6.3,52,1012,13.5,9.1,122.3,10.7,5,10,2022-10-31T07:18:09,2022-10-31T18:06:11,0.25,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-01,66.1,50.9,58.1,66.1,50.9,58.1,52.7,83.3,0.022,100,12.5,rain,0,0,16.1,13.3,268.7,1012.5,55.7,8.4,139.3,12.1,6,10,2022-11-01T07:19:04,2022-11-01T18:05:13,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110,KOXR"
"Santa Barbara, CA",2022-11-02,69.4,53.5,59,69.4,53.5,59,41,55,0,0,0,,0,0,41.4,20.2,305.3,1016.6,18,9.8,175.8,15.3,6,10,2022-11-02T07:20:00,2022-11-02T18:04:17,0.3,Clear,Clear conditions throughout the day.,clear-day,"SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-11-03,66.4,47.2,55.9,66.4,44.8,55.1,33.3,45.1,0,0,0,,0,0,45.6,20,314.1,1019.2,8.7,9.9,147,12.7,6,10,2022-11-03T07:20:55,2022-11-03T18:03:21,0.33,Clear,Clear conditions throughout the day.,clear-day,"CI107,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-04,66.6,38.7,53.1,66.6,37.5,52.7,34.7,51.7,0,0,0,,0,0,17.2,12,282.1,1023.4,0,9.9,135.6,11.9,6,10,2022-11-04T07:21:51,2022-11-04T18:02:27,0.37,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-05,64,41.9,53.7,64,41.9,53.6,42.6,67,0,0,0,,0,0,28.9,9.2,151.9,1016.8,0,9.9,140,11.9,6,10,2022-11-05T07:22:47,2022-11-05T18:01:35,0.4,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-06,65.4,47.5,56.5,65.4,47.5,56.5,50.5,80.5,0,0,0,rain,0,0,8.9,9.1,144.5,1012.5,22.5,9.9,125.2,11.3,6,10,2022-11-06T06:23:43,2022-11-06T17:00:44,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CI107,SE234,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-07,60.1,49,56.2,60.1,49,56.2,53.5,90.8,0.292,100,45.83,rain,0,0,17.2,14.4,96.2,1013.4,81.8,7.3,31.6,2.8,1,10,2022-11-07T06:24:40,2022-11-07T16:59:54,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SE234,CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-11-08,60.7,49.7,54,60.7,47.4,53.9,51.1,90,0.631,100,83.33,rain,0,0,36.7,19.9,110.6,1009.9,95.6,8.1,32.7,2.8,2,10,2022-11-08T06:25:37,2022-11-08T16:59:06,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SE234,CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-11-09,64.3,42.2,52.7,64.3,41.9,52.5,41.6,69.6,0.092,100,12.5,rain,0,0,38.3,18.6,316.9,1017.5,21.1,9.1,136.7,11.9,6,10,2022-11-09T06:26:34,2022-11-09T16:58:20,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-10,64.3,37.1,50.1,64.3,37.1,49.8,36.7,63.7,0,0,0,,0,0,29.8,7.4,251,1019.7,0,9.9,152.7,13.3,6,10,2022-11-10T06:27:31,2022-11-10T16:57:35,0.58,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-11-11,66.9,38,51.9,66.9,36,51.7,36.3,60.7,0,0,0,,0,0,9.6,10.1,256.4,1018.1,0,9.9,117.5,10.2,5,10,2022-11-11T06:28:28,2022-11-11T16:56:51,0.61,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-12,64.9,39,51.3,64.9,39,51.2,42.3,72.6,0,0,0,,0,0,17.2,8.4,163.7,1016.7,1.6,9.9,130.7,11.2,6,10,2022-11-12T06:29:26,2022-11-12T16:56:09,0.64,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-13,67.6,43.7,55.5,67.6,43.7,55.5,39,56.4,0,0,0,,0,0,30,13.4,336.6,1016.8,1,9.9,130.3,11.3,6,10,2022-11-13T06:30:24,2022-11-13T16:55:29,0.67,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-11-14,65.3,37.8,49.8,65.3,37.8,49.6,39.4,69.4,0,0,0,,0,0,7.2,8.3,260.2,1019.3,0,9.9,129.9,11.3,6,10,2022-11-14T06:31:21,2022-11-14T16:54:51,0.71,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110,KOXR"
"Santa Barbara, CA",2022-11-15,66.7,37.8,50.7,66.7,36.1,50.4,39,67.5,0,0,0,,0,0,11.4,8.9,275.3,1019.9,1.2,9.8,127.2,11,6,10,2022-11-15T06:32:19,2022-11-15T16:54:14,0.74,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-16,71,35.6,52.5,71,35.1,52.2,31.6,51.7,0,0,0,,0,0,49.4,8.5,268.7,1024,0,9.9,129.1,11.2,6,10,2022-11-16T06:33:17,2022-11-16T16:53:39,0.75,Clear,Clear conditions throughout the day.,clear-day,"CI107,72392523190,KSBA,SBVC1,SE317,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-17,67.5,37.3,51.1,67.5,37.3,51,37.6,62.3,0,0,0,,0,0,11.2,11.5,251.1,1021.3,0,9.9,121.5,10.5,5,10,2022-11-17T06:34:14,2022-11-17T16:53:05,0.8,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-18,65.8,37.6,50.4,65.8,35.7,50.2,41.2,72.8,0,0,0,,0,0,8.9,5.7,128.4,1014.8,1.6,9.9,120,10.4,6,10,2022-11-18T06:35:12,2022-11-18T16:52:33,0.83,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-19,70,36.4,52.1,70,36.4,52.1,32,50.9,0,0,0,,0,0,43.6,11.3,260.3,1018.3,0.2,9.9,123.8,10.7,6,10,2022-11-19T06:36:09,2022-11-19T16:52:04,0.87,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-20,70.5,36.2,51.1,70.5,36.2,51.1,28.7,47.2,0,0,0,,0,0,9.4,10,248.3,1020.8,0,9.9,122.5,10.7,6,10,2022-11-20T06:37:07,2022-11-20T16:51:35,0.9,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-21,71.1,37.4,51.6,71.1,37.4,51.5,30.6,48.5,0,0,0,,0,0,10.7,7.1,258.5,1019.4,8.8,9.9,98.6,8.5,5,10,2022-11-21T06:38:04,2022-11-21T16:51:09,0.93,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-22,67.6,36.6,51.7,67.6,36.6,51.6,37,60.9,0,0,0,,0,0,9.4,7.2,206,1018,0,9.9,122,10.5,6,10,2022-11-22T06:39:01,2022-11-22T16:50:45,0.96,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-23,68.5,36.3,51.4,68.5,34.6,51.2,37.6,62.1,0,0,0,,0,0,6.3,6.8,172.3,1017.6,0,9.9,113.9,9.9,5,10,2022-11-23T06:39:57,2022-11-23T16:50:22,0,Clear,Clear conditions throughout the day.,clear-day,"SE234,CI107,SE244,72392523190,KSBA,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-11-24,75.2,39.2,55.8,75.2,38.1,55.4,31.1,44.1,0,0,0,,0,0,50.6,14.9,267,1020.9,0.1,9.9,115.7,9.9,6,10,2022-11-24T06:40:54,2022-11-24T16:50:01,0.03,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,SE317,72392793110"
"Santa Barbara, CA",2022-11-25,74.1,39.4,55.1,74.1,38.3,54.8,27,39.2,0,0,0,rain,0,0,12.5,12.3,269.4,1023.6,0.3,9.9,111.4,9.7,5,10,2022-11-25T06:41:50,2022-11-25T16:49:42,0.07,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE234,SE244,72392523190,KSBA,SBVC1,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-26,65.3,40.6,52.3,65.3,38.9,52.1,39.8,64.1,0,0,0,,0,0,15,7.2,128.4,1018.6,0.2,9.8,109.5,9.5,5,10,2022-11-26T06:42:45,2022-11-26T16:49:25,0.1,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE234,SE244,72392523190,KSBA,KIZA,72376293244,72392793110"
"Santa Barbara, CA",2022-11-27,65.6,38.6,51.9,65.6,38.6,51.7,44.9,78.5,0,0,0,,0,0,8.9,10.3,263.6,1017.1,3.6,9.2,103.8,9.1,5,10,2022-11-27T06:43:41,2022-11-27T16:49:10,0.14,Clear,Clear conditions throughout the day.,clear-day,"CI107,SE244,72392523190,KSBA,KIZA,72376293244,SE317,72392793110"
